,genre,artist,song,lyrics,wordcount,nostopwordcount,positivewordcount,negativewordcount,neutralwordcount
365,Rhythm and Blues,James Brown,Papa's Got A Brand New Bag,come here sister papas in the swing he aint too hip about that new breed babe he aint no drag papas got a brand new bag come here mama and dig this crazy scene hes not too fancy but his line is pretty clean he aint no drag papas got a brand new bag hes doing the jerk hes doing the fly dont play him cheap cause you know he aint shy hes doing the monkey the mashed potatoes jump back jack see you later alligator come here sister papas in the swing he aint too hip now but i can dig that new breed babe he aint no drag hes got a brand new bag oh papa hes doing the jerk papa hes doing the jerk hes doing the twist just like this hes doing the fly evry day and evry night the things like the boomerang hey come on hey hey come on hey hey hes set you up tight out of sight come on see what you know come on see what you know i just want you incomprehensible now let me now let me tell you what to do hes doing the jerk hes doing the fly dont play him cheap cuse you know he aint shy doing the monkey the mashed potatoes jump back jack see you later alligator come here sister,227,134,5,14,115
366,Rhythm and Blues,Big Joe Turner,Shake Rattle and Roll,get outta that bed wash your face and hands get outta that bed wash your face and hands well you get in that kitchen make some noise with the pots n pans way you wear those dresses the sun comes shinin through way you wear those dresses the sun comes shinin through i cant believe my eyes all that mess belongs to you i believe to the soul youre the devil and now i know i believe to the soul youre the devil and now i know well the more i work the faster my money goes i said shake rattle and roll shake rattle and roll shake rattle and roll shake rattle and roll well you wont do right to save your doggone soul alright im like a oneeyed cat peepin in a seafood store im like a oneeyed cat peepin in a seafood store well i can look at you till you aint no child no more shake shake rattle and roll shake shake rattle and roll yeah yeah rattle and roll yeah yeah rattle and roll you wont do nothin to save your doggone soul shake rattle and roll roll roll roll,195,118,9,22,87
367,Rhythm and Blues,Little Richard,Long Tall Sally,im gonna tell aunt mary about uncle john he claims he has the music but he has a lot of fun oh baby yes baby ooh baby havin me some fun tonight yeah well long tall sally shes built for speed she got everything that uncle john need oh baby yes baby ooh baby havin me some fun tonight yeah well i saw uncle john with bald head sally he saw aunt mary comin and he ducked back in the alley oh baby yes baby ooh baby havin me some fun tonight yeah well long tall sally shes built for speed she got everything that uncle john needs oh baby yes baby ooh baby havin me some fun tonight yeah well i saw uncle john with bald head sally he saw aunt mary comin and he ducked back in the alley oh baby yes baby ooh baby havin me some fun tonight yeah were gonna have some fun tonight were gonna have some fun tonight ooh have some fun tonight every things all right have some fun have me some fun tonight,185,131,16,0,115
368,Rhythm and Blues,Otis Redding,(Sitting On The) Dock Of The Bay,"sitting in the morning sun ill be sitting when the evening come watching the ships roll in and ill watch em roll away again yeah im sitting on the dock of the bay watching the tide roll away ooh im just sitting on the dock of the bay wasting time i left my home in georgia headed for the frisco bay i have nothing to live for look like nothings gonna come my way so im just go sit on the dock of the bay watching the tide roll away im sitting on the dock of the bay wasting time look like nothings gonna change everything still remain the same i cant do what ten people tell me to do so i guess ill remain the same yes <span class""icomment"" datachunkid""6048"" href""http//wwwsonglyricscom/annot6048"">sitting here resting my bones and this loneliness wont leave me alone yes two thousand miles i roam just to make this dock my home now im just go sit at the dock of the bay watching the tide roll away ooh sitting on the dock of the bay wasting time",196,123,2,4,117
369,Rhythm and Blues,Chuck Berry,Maybellene,chuck berry miscellaneous maybellene maybellene why cant you be true oh maybellene why cant you be true youve started back doing the things you used to do as i was motivatin over the hill i saw maybellene in a coup de ville a cadillac arollin on the open road nothin will outrun my v8 ford the cadillac doin bout ninetyfive shes bumper to bumber rollin side by side maybellene why cant you be true oh maybellene why cant you be true youve started back doing the things you used to do pink in the mirror on top of the hill its just like swallowin up a medicine pill first thing i saw that cadillac grille doin a hundred and ten gallopin over that hill offhill curve a downhill strecth me and that cadillac neck by neck maybellene why cant you be true oh maybellene why cant you be true youve started back doing the things you used to do the cadillac pulled up ahead of the ford the ford got hot and wouldnt do no more it then got clody and it started to rain i tooted my horn for a passin lead the rain water blowin all under my hood i knew that was doin my motor good maybellene why cant you be true oh maybellene why cant you be true youve started back doing the things you used to do the motor cooled down the heat went down and thats when i heard that highway sound the cadillac asittin like a ton of lead a hundred and ten a half a mile ahead the cadillac lookin like its sittin still and i caught maybellene at the top of the hill maybellene why cant you be true oh maybellene why cant you be true youve started back doing the things you used to do,305,165,9,2,154
370,Rhythm and Blues,The Temptations,My Girl,ive got sunshine on a cloudy day when its cold outside ive got the moth of may well i guess you say what can make me feel this way my girl talkin bout my girl my girl ive got so much honey the bees envy me ive got a sweeter song than the birds in the trees well i guess you say what can make me feel this way my girl talkin bout my girl my girl i dont need no money fortune or fame i got all the riches baby one man can claim well i guess you say what can make me feel this way my girl talkin bout my girl my girl i got sunshine on a cloudy day with my girl ive even got the month of may with my girl talkin bout talkin bout my girl my girl all i can talk about is my girl my girl,153,87,6,3,78
371,Rhythm and Blues,Fats Domino,Blueberry Hill,i found my thrill on blueberry hill on blueberry hill when i found you the moon stood still on blueberry hill and lingered until my dream came true the wind in the willow played loves sweet melody but all of those vows we made were never to be though were apart youre part of me still for you were my thrill on blueberry hill the wind in the willow played loves sweet melody but all of those vows we made were never to be though were apart youre part of me still for you were my thrill on blueberry hill,100,50,7,0,43
372,Rhythm and Blues,The Isley Brothers,It's Your Thing,its your thing do what you wanna do i cant tell you who to sock it to its your thing do what you wanna do now i cant tell you who to sock it to if you want me to love you maybe i will i need you woman it aint no big deal you need love now just as bad as i do makes me no difference now who you give your thing to its your thing its your thing do what you wanna do i cant tell you who to sock it to its your thing its your thing do what you wanna do now i cant tell you who to sock it to its your thing its your thing do what you wanna do i cant tell you who to sock it to im not trying to run your life i know you wanna do whats right ah give your love girl do whatever you choose how can you lose with the stuff you use its your thing its your thing do what you wanna do i cant tell you who to sock it to its your thing its your thing do what you wanna do dont let me tell you who to sock it to let me hear you say its my thing its your thing i do what i wanna do,235,88,4,2,82
373,Rhythm and Blues,The Four Tops,Reach Out I'll Be There,now if you feel that you cant go on cant go on because all of your hope is gone all your hope is gone and your life is filled with much confusion much confusion until happiness is just an illusion happiness is just an illusion and your world around is crumbling down darlin reach out come on girl reach on out for me reach out reach out for me ill be there with a love that will shelter you ill be there with a love that will see you through when you feel lost and about to give up to give up cause your life just aint good enough just aint good enough and your feel the world has grown cold has grown cold and your drifting out all on your own drifting out on your own and you need a hand to hold darlin reach out come on girl reach out for me reach out reach out for me ill be there to love and comfort you and ill be there to cherish and care for you ill be there to always see you through ill be there to love and comfort you i can tell the way you hang your head hang your head your not in love now now your afraid youre afraid and through the tears you look around look around but theres no piece of mind to be found no piece of mind to be found i know what your thinking youre alone now no love of your own but darling reach out come on girl reach out for me reach out reach out just look over your shoulder ill be there to give you all the love you need and ill be there you can always depend on me ill be there to always see you through ill be there to love and comfort you,311,126,19,12,95
374,Rhythm and Blues,Wilson Pickett,In The Midnight Hour,im gonna wait till the midnight hour thats when my love come tumbling down im gonna wait till the midnight hour when there no one else around im gonna take you girl and hold you and do all things i told you in the midnight hour yes i am oh yes i am one thing i just wanna say right here im gonna wait till the stars come out and see that twinkle in your eyes im gonna wait till the midnight hour thats when my love begins to shine youre the only girl i know can really love me so in the midnight hour oh yeah in the midnight hour yeah all right play it for me one time now im gonna wait till the midnight hour thats when my love come tumbling down im gonna wait way in the midnight hour thats when my love begin to shine just you and i oh baby just you and i nobody around baby just you and i oh right you know what im gonna hold you in my arms just you and i oh yeah in the midnight hour oh baby in the midnight hour,204,120,10,0,110
375,Rhythm and Blues,Jackie Brenston,Rocket 88,you woman have heard of jalopies you heard the noise they make let me introduce you to my rocket 88 yes its great just wont wait everybody likes my rocket 88 baby well will ride in style movin all along v8 motor and this modern design black convertible top and the girls dont mind sportin with me ridin all around town for joy blow your horn rocket blow your horn step in my rocket and dont be late were pullin out about a half past eight goin on the corner and havin some fun takin my rocket on a long hot run ooh goin out oozin and cruisin and havin fun now that youve ridden in my rocket 88 ill be around every night about eight you know its great dont be late everybody likes my rocket 88 girls will ride in style movin all along,146,89,11,3,75
376,Rhythm and Blues,Sly and The Family Stone,Everyday People,sometimes im right and i can be wrong my own beliefs are in my song the butcher the thinker the drummer and then makes no difference what group im in i am everyday people yeah there is a blue one who cant accept the green one for living with a fat one trying to be a skinny one different strokes for different folks and so on and so on and scooby dooby dooby we got to live together i am no better and neither are you we are the same whatever we do you love me you hate me you know me and then you cant figure out what bag im in i am everyday people yeah there is a long hair who doesnt like the short hair for being such a rich one that will not help the poor one different strokes for different folks and so on and so on and scooby dooby dooby we got to live together there is a yellow one that wont accept the black one that wont accept the red one that wont accept the white one different strokes for different folks and so on and so on and scooby dooby dooby i am everyday people,203,95,5,6,84
377,Rhythm and Blues,Lloyd Price,Lawdy Miss Clawdy,well now lawdy lawdy lawdy miss clawdy girl you sure look good to me well please dont excite me baby know it cant be me because i gave you all my money girl but you just wont treat me right you like to ball in the mornin dont come back till late at night im gonna tell tell my mama girl im gonna tell what you doing to me im gonna tell everybody that im down in misery well lawdy lawdy lawdy miss clawdy girl you sure look good to me you just wheel and rockin baby just as fine as you can be well so bye byebye baby girl i wont be comin no more bye darlin im dying down the road i go,128,77,10,4,63
378,Rhythm and Blues,Martha Reeves and The Vandellas,Heat Wave,whenever im with him something inside starts to burning and im filled with desire could it be the devil in me or is this the way loves supposed to be its like a heat wave its burning in my heart i cant keep from burning its tearing me apart whenever he calls my name so softly and plain right then right there i feel that burning flame has high blood pressure got a hold on me is this the way loves supposed to be its like a heat wave its burning in my heart i cant keep from burning its tearing me apart sometimes i stare in space tears all over my face i cant explain it dont understand it i aint never felt like this before now this funny feeling has me amazed dont know what to do my heads in a haze its like a heat wave yeah yeah yeah yeah ha oh yeah yeah yeah yeah yeah oh yeah i feel it burning right here in my heart dont you know its like a heat wave yeah yeah yeah yeah oh dont you know its like a heat wave burning right here in my heart,198,110,13,11,86
379,Rhythm and Blues,Funkadelic,One Nation Under A Groove,so wide cant get around it so low you cant get under it so low you cant get under it so high you cant get over it so high you cant get over it dayee do do do do do do this is a chance this is a chance dance your way out of your constrictions tell sugah heres a chance to dance our way out of our constrictions gonna be freakin up and down hang up alley way with the groove our only guide we shall all be moved ready or not here we come gettin down on the one which we believe in one nation under a groove gettin down just for the funk can i get it on my good foot gettin down just for the funk of it good god bout time i got down one time one nation and were on the move nothin can stop us now aye aye aye aye aye feet dont fail me now give you more of what youre funkin for feet dont fail me now do you promise to funk the whole funk nothin but the funk ready or not here we come gettin down on the one which we believe in heres my chance to dance my way out of my constrictions do do dee oh doo do do dee oh doo you can dance away feet dont fail me now ha ha heres a chance to dance our way out of our constrictions gonna be groovin up and down hang up alley way the groove our only guide we shall all be moved feet dont fail me now ha ha givin you more of what youre funkin for feet dont fail me now heres my chance to dance my way out of my constrictions givin you more of what youre funkin for,307,144,5,7,132
380,Rhythm and Blues,The Supremes,Baby Love,baby love my baby love i need you oh how i need you but all you do is treat me bad break my heart and leave me sad tell me what did i do wrong to make you stay away so long cause baby love my baby love been missing ya miss kissing ya instead of breaking up lets do some kissing and making up dont throw our love away in my arms why dont you stay need ya need ya baby love baby love baby love my baby love why must we separate my love all of my whole life through i never loved no one but you why you do me like you do i get this need need to hold you once again my love feel your warm embrace my love dont throw our love away please dont do me this way not happy like i used to be loneliness has got the best of me my love my baby love i need you oh how i need you why you do me like you do after ive been true to you so deep in love with you baby baby til its hurtin me til its hurtin me baby love dont throw our love away dont throw our love away,213,111,26,7,78
381,Rhythm and Blues,Stevie Wonder,Uptight (Everything's Alright),we do not have the lyrics for uptight everythings alright yet,11,5,0,0,5
382,Rhythm and Blues,Jackson 5,I Want You Back,just let me tell you now when i had you to myself i didnt want you around those pretty faces always made you stand out in a crowd but someone picked you from the bunch one glance was all it took now its much too late for me to take a second look oh baby give me one more chance show you that i love you wont you please let me back in your heart oh darlin i was blind to let you go let you go baby but now since i see you in his arms i want you back yes i do now i want you back ooh ooh baby i want you back yeah yeah yeah yeah i want you back na na na na tryin to live without your love is one long sleepless night let me show you girl that i know wrong from right every street you walk on i leave tear stains on the ground following the girl i didnt even want around let me tell you now oh baby all i need is one more chance show you that i love you wont you please let me back in your heart oh darlin i was blind to let you go let you go baby but now since i see you in his arms all i want all i need all i want all i need baby oh baby oh baby i was blind to let you go but now since i see you in his arms yes i do now i want you back oh oh baby i want you back yeah yeah yeah yeah i want you back nananana oh baby all i need is one more chance show you that i love you wont you please let me back in your heart oh darling i was blind to let you go let you go baby but now since i see you in his arms all i want all i need all i want all i need oh baby oh baby i was blind to let you go but now since i see you in his arms oh baby i need one more chance,363,189,7,7,175
383,Rhythm and Blues,Kool and The Gang,Jungle Boogie,"get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down jungle boogie jungle boogie get it on jungle boogie jungle boogie get it on jungle boogie jungle boogie jungle boogie get down with the boogie jungle boogie come and shake it around jungle boogie help and get down jungle boogie boogie baby jungle boogie the boogie jungle boogie jungle boogie help and get down jungle boogie get boogie jungle boogie let me jump in jungle boogie down with the boogie get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down get down uh yeah feel the funk youll let me feel the load get down with the boogie im gonna knock with the jungle boogie get down get down with the boogie say ""ough"" get down say ""ugh"" get down say ""ugh"" til you feel it youll get down youll get down get funky yall with the get down",214,134,0,5,129
384,Rhythm and Blues,Earth Wind And Fire,Shining Star,"earth wind and fire gratitude shining star yeah hey when you wish upon a star dreams will take you very far yeah when you wish upon a dream life ain´t always what it seems oh yeah once you see your light so clear in the sky so very dear you´re a shinig star no matter who you are shining bright to see what you can truly be that you can truly be shining star come into view shine is watchful light on you yeah gives you strength to carry on make your body big and strong future roads for you to pass love to watch your mug past the shining star lucky you the sinful redeeming shall be true on an adventure of the sun yeah yeah it´s all awake and just begun yeah thought i had to stir the mood that´s it now i got my own oh yeah so if you find yourself in need why don´t you listen to his words of heat be a child free of sin be some place yes i can words of wisdom yes i can you´re a shinig star no matter who you are shining bright to see what you can truly be you´re a shinig star no matter who you are shining bright to see what you can truly be <span class""icomment"" datachunkid""4786"" href""http//wwwsonglyricscom/annot4786"">shining star for you to see what your life can truly be shining star for you to see what your life can truly be shining star for you to see what your life can truly be",271,142,12,2,128
385,Rhythm and Blues,Bo Diddley,Bo Diddley,bo diddley bought his baby a diamond ring if that diamond ring dont shine he gonna take it to a private eye if that private eye cant see he better not take the ring from me bo diddley bought a nanny goat to make his pretty baby a sunday coat bo diddley bought a bearacat to make his pretty baby a sunday hat mojo come to my house a black cat bone and take my baby away from home ugly ole mojo wheres he been up to your house and gone again bo diddley bo diddley have you heard my pretty baby said she was a bird,108,66,5,1,60
386,Rhythm and Blues,Smokey Robinson and The Miracles,The Tracks of My Tears,people say im the life of the party because i tell a joke or two although i might be laughing loud and hearty deep inside im blue so take a good look at my face youll see my smile looks out of place if you look closer its easy to trace the tracks of my tears i need you need you since you left me if you see me with another girl seeming like im having fun although she may be cute shes just a substitute because youre the permanent one so take a good look at my face youll see my smile looks out of place if you look closer its easy to trace the tracks of my tears i need you need you outside im masquerading inside my hope is fading just a clown oh yeah since you put me down my smile is my make up i wear since my break up with you so take a good look at my face youll see my smile looks out of place if you look closer its easy to trace the tracks of my tears,186,99,13,3,83
387,Rhythm and Blues,Frankie Lymon and The Teenagers,Why Do Fools Fall in Love,oh wah oh wah oh wah oh wah oh wah oh wah why do fools fall in love why do birds sing so gay and lovers await the break of day why do they fall in love why does the rain fall from above why do fools fall in love why do they fall in love love is a losing game love can ashame i know of a fool you see for that fool is me tell me why why why tell me why why do birds sing so gay and lovers await the break of day why do they fall in love why does my heart skip a crazy beat before i know it will reach defeat tell me why why why why do fools fall in love,129,62,9,13,40
388,Rhythm and Blues,The Impressions,It's Alright,say its all right say its all right its all right have a good time cause its all right whoa its all right were gonna move it slow when lights are low when you move it slow it sounds like more and its all right whoa its all right now listen to the beat kinda pat your feet you got soul and everybody knows that its all right whoa its all right when you wake up early in the mornin feelin sad like so many of us do hum a little soul make life your goal and surely somethings got to come to you and say its all right say its all right its all right have a good time cause its all right whoa its all right now everybody clap your hands give yourself a chance you got soul and everybody knows that its all right whoa its all right someday ill find me a woman who will love and treat me real nice then my woes got to go and my love she will know from morning noon and night and shes got to say its all right say its all right its all right have a good time cause its all right whoa its all right everybody clap your hands now give yourself a chance you got soul,222,113,35,4,74
389,Rhythm and Blues,Isaac Hayes,Theme From Shaft,shaft whos the black private dick thats a sex machine to all the chicks shaft youre damn right who is the man that would risk his neck for his brother man shaft can ya dig it whos the cat that wont cop out when theres danger all about shaft right on you see this cat shaft is a bad mother shut your mouth but im talkin about shaft then we can dig it hes a complicated man but no one understands him but his woman john shaft,87,49,2,6,41
390,Rhythm and Blues,Big Mama Thornton,Hound Dog,you aint nothing but a hound dog been snoopin round the door you aint nothing but a hound dog been snoopin round my door you can wag your tail but i aint gonna feed you no more you told me you was high class but i could see through that yes you told me you was high class but i could see through that and daddy i know you aint no real cool cat you aint nothing but a hound dog been snoopin round the door youre just an old hound dog been snoopin round my door you can wag your tail but i aint gonna feed you no more you made me feel so blue you made me weep and moan you made me feel so blue well you made me weep and moan cause im looking for a woman all your lookin for is a home you aint nothing but a hound dog been snoopin round the door you aint nothing but a hound dog been snoopin round my door you can wag your tail but i aint gonna feed you no more,188,96,2,4,90
391,Rhythm and Blues,Eddie Floyd,Knock on Wood,i dont want to lose this good thing that ive got cause if i do i would surely surely loose a lot cause your love is better than any love i know its like thunder lightning the way you love me is frightening id better knock on wood baby im not superstitious about you but i cant take no chance you got me spinning baby baby im in a trance cause your love is better than any love i know its like thunder lightning the way you love me is frightening id better knock on wood baby its no secret that woman is my loving cup well she sees to it that i get enough just one touch from her you know it means so much its like thunder lightning the way you love me is frightening id better knock on wood baby i better knock knock knock think i better knock knock knock on wood think i better knock knock knock on wood think i better knock knock knock on wood think i better knock knock knock,178,107,24,24,59
392,Rhythm and Blues,Hank Ballard and The Midnighters,Work With Me Annie,oooh work with me annie a um a um a um a um work with me annie ooo wee work with me annie work with me annie work with me annie lets get it while the gettin is good so good so good so good so good annie please dont cheat va oom va oom va oom va oom give me all my meat ooo ooo hoo wee so good to me work with me annie now lets get it while the gettin is good so good so good so good so good a ooo my ooo my ooo ooo wee annie oh how you thrill me make my head go round and round and all my love come down ooo work with me annie a um a um a um a um work with me annie dont be shamed to work with me annie call my name work with me annie a work with me annie lets get it while the gettin is good so good so good so good so good so good oh our hot lips kissing a um a um a um a um girl ill beg mercy oh hugging and more teasing dont want no freezing a work with me annie lets get it while the gettin is good so good so good so good so good ooo ooo umm mmm mmm ooo ooo ooo ooo ooo ooo,233,136,38,3,95
393,Rhythm and Blues,Sam and Dave,Hold On! I'm Comin',dont you ever feel sad lean on me when times are bad when the day comes and youre down in a river of trouble and about to drown just hold on im comin hold on im comin im goin my way your lover if you get cold ill be your cover dont have to worry cause im here no need to suffer baby im here cause hold on im comin hold on im comin hold on im comin hold on im comin reach out to me for satisfaction call my name now for quick reaction dont you ever feel sad lean on me when times are bad when the day comes and youre down in a river of trouble and about to drown just hold on im comin hold on im comin,132,73,3,9,61
394,Rhythm and Blues,Booker T. and The MG's,Green Onions,all right people the rest of the hard working all star blues brothers are gonna be out here in a minute including my little brother jake but right now id like to talk a little bit about thi e youre hearing this is of course the green onions tune it was a very big hit in the early sixties in this country and of course it was composed and recorded in memphis tennessee right here e united states of america you know people i believe that this tune can be acquainted with the great classical music around the world now you go to germany youve got your bach your beethoven your brahms here in america youve got your fred mcdowell your irving berlin your glenn miller and your booker t and the mgs ple another example of the great contributions in music and culture that this country has made around the world and as you look around the world today you see this country spurned you see backs turned on this country well people im gonna tell you something this continent north america is the stronghold this is where were gonna make our stand in this decade yeah e ive got something to say to the state department i say take that archaic monroe doctrine and that marshall plan that says were supposed to police force the world and throw em out lets home for the next ten years people right here in north america and enjoy the music and culture that is ours yeah i got one more thing to say im just talking about the music people and what it does to me and that is as you look around the world you go to the soviet union or great britain or france you name it any country ev dy is doing flips and twists just to get into a genuine pair of american blue jeans and to hear this music and we got it all here in america the land of the chrysler 440 cubic inch engine,343,184,11,3,170
395,Rhythm and Blues,Sam Cooke,Chain Gang,ho ha ho ha i hear somethin sayin ho ha ho ha ho ha ho ha well dont you know thats the sound of the men workin on the chain gang thats the sound of the men workin on the chain gang all day long theyre sayin ho ha ho ha ho ha ho ha well dont you know thats the sound of the men workin on the chain gang thats the sound of the men workin on the chain gang all day long they work so hard till the sun is going down workin on the highways and byways and wearing wearing a frown you hear them moanin their lives away then you hear somebody say thats the sound of the men workin on the chain gang thats the sound of the men workin on the chain gang cant hear them sayin hmm im goin home one of these days im goin home see my woman whom i love so dear meanwhile i have to work right here well dont you know thats the sound of the men workin on the chain gang thats the sound of the men workin on the chain gang all day long theyre sayin hmm my my my my my my my my work is so hard give me water im thirsty my my work is so hard my my my my my my my work is so hard oh ooo oh ooo hmm,240,143,10,5,128
396,Rhythm and Blues,Mary Wells,My Guy,nothing you could say can tear me away from my guy nothing you could do cause im stuck like glue to my guy im stickin to my guy like a stamp to a letter like the birds of a feather we stick together im tellin you from the start i cant be torn apart from my guy nothing you can do could make me untrue to my guy nothing you could buy could make me tell a lie to my guy i gave my guy my word of honor to be faithful and im gonna you best be believing i wont be deceiving with my guy as a matter of opinion i think hes tops my opinion is hes the cream of the crop as a matter of taste to be exact hes my ideal as a matter of fact no muscle bound man could take my hand from my guy no handsome face could ever take the place of my guy he may not be a movie star but when it comes to being happy we are theres not a man today who could take me away from my guy no muscle bound man could take my hand from my guy no handsome face could ever take the place of my guy he may not be a movie star but when it comes to being happy we are theres not a man today who could take me away from my guy theres not a man today who could take me away from my guy theres not a man today,261,136,12,4,120
397,Rhythm and Blues,Rufus and Chaka Khan,You Got the Love,love me right whats the matter with you hold me tight why must i tell you what to do smilin smilin comes as no surprise smile aint hidin what i see in your eyes the story goes oh much deeper then the eye can see yes it do stop runnin a game i can tell youre avoiding me aint nothin i wouldnt pay just to hear hear you say i love you i need you love me right whats the matter with you hold me tight why must i tell you what to do smilin smilin comes as no surprise smile aint hidin what i see in your eyes you got the love gimme the strength to keep on livin yeah whatever it is i cant do without what ya givin aint nothin i wouldnt pay just to hear just to hear you say i love you i need you you got the love to gimme the strength to keep on livin yeah whatever it is i cant do without what ya givin you got the love to gimme the strength to keep on livin yeah whatever it is i cant do without what ya givin oh no you got the love to gimme the strength to keep on livin yeah whatever it is,218,111,12,0,99
398,Rhythm and Blues,The Clovers,One Mint Julep,"one early morning as i was walking i met a woman we started talking i took her home to get a few nips but all i had was a mint julep i dont remember just how i started i only know that we should have parted i stole a kiss and then another i didnt mean to take it further one mint julep was the cause of it all the lights were burning low there in the parlor when through the kitchen door up popped her father he said ""i saw you when you kissed my daughter better wed her right now or face a slaughter"" i didnt know just what i was doing i had to marry of face ruin a mint julep a mint julep a mint julep a mint julep one mint julep was the cause of it all now i dont want to bore you with my troubles but from now on ill be thinking double im through with flirting and drinking whiskey i got six extra children from agetting frisky a mint julep a mint julep a mint julep a mint julep one mint julep was the cause of it all",198,94,2,6,86
399,Rhythm and Blues,James Brown,I Got You (I Feel Good),wo i feel good i knew that i would now i feel good i knew that i would now so good so good i got you wo i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice i got you when i hold you in my arms i know that i can do no wrong and when i hold you in my arms my love wont do you no harm and i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice i got you when i hold you in my arms i know that i cant do no wrong and when i hold you in my arms my love cant do me no harm and i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice well i got you wo i feel good i knew that i wouldnt of i feel good i knew that i would so good so good cause i got you so good so good cause i got you so good so good cause i got you hey,196,94,33,4,57
400,Rhythm and Blues,The Staple Singers,I'll Take You There,oh mmm i know a place aint nobody cryin aint nobody worried aint no smilin faces mmm no no lyin to the races help me come on come on somebody help me now ill take you there help me yall ill take you there help me now ill take you there oh ill take you there oh oh mercy ill take you there oh let me take you there ill take you there oh oh let me take you there ill take you there play your play your piano now all right ah do it do it come on now play on it play on it make daddy now daddy daddy daddy play your ooh lord all right now baby little lady easy now now come on little lady all right sock it sock it ah oh oh i know a place yall ill take you there aint nobody cryin ill take you there aint nobody worried ill take you there no smilin faces ill take you there uh uh lyin to the races ill take you there oh no oh ill take you there oh oh oh ill take you there mercy now ill take you there im callin callin callin for mercy ill take you there mercy mercy ill take you there let me ill take you there oh oh ill take you there ill take you there oh i wanna take you there ill take you there just take me by the hand let me ill take you there let me let me let me lead the way oh ill take you there let me take you there ill take you there let me take you there ill take you there aint no smilin faces ill take you there up in here lyin to the races ill take you there you oughta you gotta gotta come let me let me ill take you there take you take you take you over there ill take you there ooh oh oh all right ill take you there oh all right ill take you there oh oh ill take you there ah oh yeah ill take you there oh yeah ill take you there let me lead the way ill take you there let me let me let me lead the way ill take you there ill take you there oh mmm ill take you there you wont have to pay oh oh no,407,232,14,2,216
401,Rhythm and Blues,The Platters,The Great Pretender,ohoh yes im the great pretender pret that im doing well my need is such i pretend too much im lonely but no one can tell ohoh yes im the great pretender adrift in a world of my own ive played the game but to my real shame youve left me to grieve all alone too real is this feeling of makebelieve too real when i feel what my heart cant conceal yes im the great pretender just laughin and gay like a clown i seem to be what im not you see im wearing my heart like a crown pret that youre still around too real is this feeling of makebelieve too real when i feel what my heart cant conceal yes im the great pretender just laughin and gay like a clown i seem to be what im not you see im wearing my heart like a crown pret that youre still around still around,157,89,9,4,76
402,Rhythm and Blues,Barry White,Can't Get Enough of Your Love Babe,ive heard people say that too much of anything is not good for you baby but i dont know about that as many times as weve loved and weve shared love and made love it doesnt seem to me like its enough its just not enough no its just not enough oh baby my darling i cant get enough of your love baby girl i dont know i dont know why i cant get enough of your love babe some things i cant get used to no matter how i try its like the more you give the more i want and baby thats no lie oh no baby tell me what can i say what am i gonna do how should i feel when everything is you what kind of love is this that youre givin me is it in your kiss or just because youre sweet girl all i know is every time youre near i feel the change somethings movin i scream your name look what you you got me doin darling i cant get enough of your love baby girl i dont know i dont know i dont know why i cant get enough of your love baby oh no baby girl if i could only make you see and make you understand girl your love for me is all i need and more than i can stand oh well baby how can i explain all the things i feel youve given me so much girl youre so unreal still i keep loving you more and more each time girl what am i gonna do cause you blow my mind i get the same old feeling every time youre here i feel the change something moves i scream your name look what you you got me doing darling i cant get enough of your love baby girl i dont know i dont know i dont know why i cant get enough of your love baby oh my darling i cant get enough of your love baby oh baby girl i dont know i dont know why i cant get enough of your love baby darling i cant get enough of your love baby,369,194,38,4,152
403,Rhythm and Blues,Jackie Wilson,Lonely Teardrops,shooby doo wop ba baa hey hey shooby doo wop ba baa hey hey shooby doo wop ba baa hey hey my heart is cryin cryin lonely teardrops my pillows never dry of lonely teardrops come home come home just say you will say you will say you will say you will say you will hey hey say you will my heart is cryin cryin lonely teardrops my pillows never dry of lonely teardrops come home come home just say you will say you will say you will say you will say you will hey hey say you will just give me another chance for our romance come on and tell me that one day youll return cause everyday that youve been gone away youll know why my heart does nothing but burn crying lonely teardrops my pillows never dry of lonely teardrops come home come home just say you will say you will say you will say you will say you will hey hey say you will say it right now baby say you will come on come on say you will say it darling yeah say you will,190,116,2,7,107
404,Rhythm and Blues,Ruth Brown,Mama He Treats Your Daughter Mean,mama he treats your daughter mean mama he treats your daughter mean mama he treats your daughter mean hes the meanest man ive ever seen mama he treats me badly makes me love him madly mama he takes my money makes me call him honey mama he cant be trusted makes me so disgusted all of my friends say they dont understand whats the matter with this man i tell you mama he treats your daughter mean mama he treats your daughter mean mama he treats your daughter mean hes the mean meanest man ive ever seen mama this man is lazy almost drives me crazy mama he makes me squeeze him still my squeeze dont please him mama my heart is aching i believe its breaking mama ive stood through all that i can stand whats the matter with this man i tell you mama he treats your daughter mean mama he treats your daughter mean mama he treats your daughter mean hes the mean meanest man ive ever seen,171,107,2,7,98
