,genre,artist,song,lyrics
34,Rhythm and Blues,Rufus and Chaka Khan,You Got the Love,love me right whats the matter with you hold me tight why must i tell you what to do smilin smilin comes as no surprise smile aint hidin what i see in your eyes the story goes oh much deeper then the eye can see yes it do stop runnin a game i can tell youre avoiding me aint nothin i wouldnt pay just to hear hear you say i love you i need you love me right whats the matter with you hold me tight why must i tell you what to do smilin smilin comes as no surprise smile aint hidin what i see in your eyes you got the love gimme the strength to keep on livin yeah whatever it is i cant do without what ya givin aint nothin i wouldnt pay just to hear just to hear you say i love you i need you you got the love to gimme the strength to keep on livin yeah whatever it is i cant do without what ya givin you got the love to gimme the strength to keep on livin yeah whatever it is i cant do without what ya givin oh no you got the love to gimme the strength to keep on livin yeah whatever it is
35,Rhythm and Blues,The Clovers,One Mint Julep,"one early morning as i was walking i met a woman we started talking i took her home to get a few nips but all i had was a mint julep i dont remember just how i started i only know that we should have parted i stole a kiss and then another i didnt mean to take it further one mint julep was the cause of it all the lights were burning low there in the parlor when through the kitchen door up popped her father he said ""i saw you when you kissed my daughter better wed her right now or face a slaughter"" i didnt know just what i was doing i had to marry of face ruin a mint julep a mint julep a mint julep a mint julep one mint julep was the cause of it all now i dont want to bore you with my troubles but from now on ill be thinking double im through with flirting and drinking whiskey i got six extra children from agetting frisky a mint julep a mint julep a mint julep a mint julep one mint julep was the cause of it all"
36,Rhythm and Blues,James Brown,I Got You (I Feel Good),wo i feel good i knew that i would now i feel good i knew that i would now so good so good i got you wo i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice i got you when i hold you in my arms i know that i can do no wrong and when i hold you in my arms my love wont do you no harm and i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice i got you when i hold you in my arms i know that i cant do no wrong and when i hold you in my arms my love cant do me no harm and i feel nice like sugar and spice i feel nice like sugar and spice so nice so nice well i got you wo i feel good i knew that i wouldnt of i feel good i knew that i would so good so good cause i got you so good so good cause i got you so good so good cause i got you hey
37,Rhythm and Blues,The Staple Singers,I'll Take You There,oh mmm i know a place aint nobody cryin aint nobody worried aint no smilin faces mmm no no lyin to the races help me come on come on somebody help me now ill take you there help me yall ill take you there help me now ill take you there oh ill take you there oh oh mercy ill take you there oh let me take you there ill take you there oh oh let me take you there ill take you there play your play your piano now all right ah do it do it come on now play on it play on it make daddy now daddy daddy daddy play your ooh lord all right now baby little lady easy now now come on little lady all right sock it sock it ah oh oh i know a place yall ill take you there aint nobody cryin ill take you there aint nobody worried ill take you there no smilin faces ill take you there uh uh lyin to the races ill take you there oh no oh ill take you there oh oh oh ill take you there mercy now ill take you there im callin callin callin for mercy ill take you there mercy mercy ill take you there let me ill take you there oh oh ill take you there ill take you there oh i wanna take you there ill take you there just take me by the hand let me ill take you there let me let me let me lead the way oh ill take you there let me take you there ill take you there let me take you there ill take you there aint no smilin faces ill take you there up in here lyin to the races ill take you there you oughta you gotta gotta come let me let me ill take you there take you take you take you over there ill take you there ooh oh oh all right ill take you there oh all right ill take you there oh oh ill take you there ah oh yeah ill take you there oh yeah ill take you there let me lead the way ill take you there let me let me let me lead the way ill take you there ill take you there oh mmm ill take you there you wont have to pay oh oh no
38,Rhythm and Blues,The Platters,The Great Pretender,ohoh yes im the great pretender pret that im doing well my need is such i pretend too much im lonely but no one can tell ohoh yes im the great pretender adrift in a world of my own ive played the game but to my real shame youve left me to grieve all alone too real is this feeling of makebelieve too real when i feel what my heart cant conceal yes im the great pretender just laughin and gay like a clown i seem to be what im not you see im wearing my heart like a crown pret that youre still around too real is this feeling of makebelieve too real when i feel what my heart cant conceal yes im the great pretender just laughin and gay like a clown i seem to be what im not you see im wearing my heart like a crown pret that youre still around still around
39,Rhythm and Blues,Barry White,Can't Get Enough of Your Love Babe,ive heard people say that too much of anything is not good for you baby but i dont know about that as many times as weve loved and weve shared love and made love it doesnt seem to me like its enough its just not enough no its just not enough oh baby my darling i cant get enough of your love baby girl i dont know i dont know why i cant get enough of your love babe some things i cant get used to no matter how i try its like the more you give the more i want and baby thats no lie oh no baby tell me what can i say what am i gonna do how should i feel when everything is you what kind of love is this that youre givin me is it in your kiss or just because youre sweet girl all i know is every time youre near i feel the change somethings movin i scream your name look what you you got me doin darling i cant get enough of your love baby girl i dont know i dont know i dont know why i cant get enough of your love baby oh no baby girl if i could only make you see and make you understand girl your love for me is all i need and more than i can stand oh well baby how can i explain all the things i feel youve given me so much girl youre so unreal still i keep loving you more and more each time girl what am i gonna do cause you blow my mind i get the same old feeling every time youre here i feel the change something moves i scream your name look what you you got me doing darling i cant get enough of your love baby girl i dont know i dont know i dont know why i cant get enough of your love baby oh my darling i cant get enough of your love baby oh baby girl i dont know i dont know why i cant get enough of your love baby darling i cant get enough of your love baby
40,Rhythm and Blues,Jackie Wilson,Lonely Teardrops,shooby doo wop ba baa hey hey shooby doo wop ba baa hey hey shooby doo wop ba baa hey hey my heart is cryin cryin lonely teardrops my pillows never dry of lonely teardrops come home come home just say you will say you will say you will say you will say you will hey hey say you will my heart is cryin cryin lonely teardrops my pillows never dry of lonely teardrops come home come home just say you will say you will say you will say you will say you will hey hey say you will just give me another chance for our romance come on and tell me that one day youll return cause everyday that youve been gone away youll know why my heart does nothing but burn crying lonely teardrops my pillows never dry of lonely teardrops come home come home just say you will say you will say you will say you will say you will hey hey say you will say it right now baby say you will come on come on say you will say it darling yeah say you will
41,Rhythm and Blues,Ruth Brown,Mama He Treats Your Daughter Mean,mama he treats your daughter mean mama he treats your daughter mean mama he treats your daughter mean hes the meanest man ive ever seen mama he treats me badly makes me love him madly mama he takes my money makes me call him honey mama he cant be trusted makes me so disgusted all of my friends say they dont understand whats the matter with this man i tell you mama he treats your daughter mean mama he treats your daughter mean mama he treats your daughter mean hes the mean meanest man ive ever seen mama this man is lazy almost drives me crazy mama he makes me squeeze him still my squeeze dont please him mama my heart is aching i believe its breaking mama ive stood through all that i can stand whats the matter with this man i tell you mama he treats your daughter mean mama he treats your daughter mean mama he treats your daughter mean hes the mean meanest man ive ever seen
42,Rhythm and Blues,Curtis Mayfield,Freddie's Dead,freddies dead hey hey love love yeah yeah ah ha freddies dead thats what i said let the man rap a plan said hed see him home but his hope was a rope and he shouldve known its hard to understand there was love in this man im sure all would agree that his misery was his woman and things now freddies dead thats what i said everybodys misused him ripped him up and abused him another junkie plan pushin dope for the man a terrible blow but thats how it goes a freddies on the corner now if you wanna be a junkie wow remember freddies dead were all built up with progress but sometimes i must confess we can deal with rockets and dreams but reality what does it mean aint nothing said cause freddies dead hey hey love love hey hey yeah yeah ha ha love love yeah yeah ha ha yeah yeah freddies dead all i want is some peace of mind with a little love im trying to find this could be such a beautiful world with a wonderful girl ooh i need a woman child dont wanna be like freddie now cause freddies dead hey hey yeah yeah if you dont try youre gonna die why cant we brothers protect one another no ones serious and it makes me furious dont be misled just think of fred everybodys misused him ripped him up and abused him another junkie plan pushin dope for the man a freddies on the corner now if you wanna be a junkie why remember freddies dead ha ha ha ha ha freddies dead hey hey ha ha love love ha ha ooh hoo hey hey love love hey hey
43,Rhythm and Blues,Jean Knight,Mr. Big Stuff,mr big stuff who do you think you are mr big stuff youre never gonna get my love now because you wear all those fancy clothes and have a big fine car oh yes you do now do you think i can afford to give you my love you think youre higher than every star above mr big stuff who do you think you are mr big stuff youre never gonna get my love now i know all the girls ive seen you with i know you broke their hearts one after another now bit by bit you made em cry many poor girls cry when they try to keep you happy they just try to keep you satisfied mr big stuff tell me tell me who do you think you are mr big stuff youre never gonna get my love id rather give my love to a poor guy that has a love thats true than to be fooled around and get hurt by you cause when i give my love i want love in return now i know this is a lesson mr big stuff you havent learned mr big stuff tell me who do you think you are mr big stuff youre never gonna get my love mr big stuff youre never gonna break my heart mr big stuff youre never gonna make me cry mr big stuff tell me just who do you think you are mr big stuff youre never gonna get my love mr big stuff youre never gonna break my heart mr big stuff youre never gonna make me cry mr big stuff tell me tell me just who do you think you are mr big stuff youre never gonna get my love
44,Rhythm and Blues,The Contours,Do You Love Me,you broke my heart cause i couldnt dance you didnt even want me around and now im back to let you know i can really shake em down do you love me i can really move do you love me im in the groove ah do you love do you love me now that i can dance dance watch me now oh work work ah work it all baby work work well youre drivin me crazy work work with a little bit of soul now work i can mashpotatoe i can mashpotatoe and i can do the twist i can do the twist now tell me baby tell me baby mmm do you like it like this do you like it like this tell me tell me tell me do you love me do you love me now do you love me do you love me now do you love me do you love me now that i can dance dance dance watch me now oh work work ah shake it up shake it work work ah shake em shake em down work work ah little bit of soul now work work work ah shake it shake it baby work work ah youre driving me crazy work work ah dont get lazy work i can mashpotatoe i can mashpotatoe and i can do the twist i can do the twist well now tell me baby tell me baby mmm do you like it like this do you like it like this tell me tell me tell me do you love me do you love me now do you love me do you love me now do you love me do you love me now now now work work ah im working hard baby work work well youre driving me crazy work work and dont you get lazy work work work ah hey hey baby work work well youre driving me crazy work work and dont you get lazy work
45,Rhythm and Blues,Sam Cooke,Bring It On Home To Me,if you ever change your mind about leaving leaving me behind baby bring it to me bring your sweet lovin bring it on home to me yea yea yea yea yea yea i know i laughed when you left but now i know i only hurt myself baby bring it to me bring your sweet lovin bring it on home to me yea yea yea yea yea yea ill give you jewelry and money too that aint all that aint all id do for you baby if you bring it to me bring your sweet lovin bring it on home to me yea yea yea yea yea yea you know ill always be your slave til im buried buried in my grave oh honey bring it to me bring your sweet lovin bring it on home to me yea yea yea yea yea yea one more thing i tried to treat you right but you stayed out stayed out late at night but i forgive you  i bring it to me bring your sweet lovin bring it on home to me yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea yea
46,Rhythm and Blues,The Crystals,Da Doo Ron Ron,i met him on a monday and my heart stood still da doo ron ron ron da doo ron ron some boy told me that his name was bill da doo ron ron ron da doo ron ron yes my heart stood still yes his name was bill and when he walked me home da doo ron ron ron da doo ron ron he knew what he was doin when he caught my eye da doo ron ron ron da doo ron ron he looked so quiet but my oh my da doo ron ron ron da doo ron ron yes he caught my eye yes but my oh my and when he walked me home da doo ron ron ron da doo ron ron da doo ron ron ron da doo ron ron da doo ron ron ron da doo ron ron picked me up at seven and he looked so fine da doo ron ron ron da doo ron ron someday soon im gonna make him mine da doo ron ron ron da doo ron ron yes he looked so fine yes ill make him mine and when he walked me home da doo ron ron ron da doo ron ron da doo ron ron ron da doo ron ron da doo ron ron ron da doo ron ron da doo ron ron ron da doo ron ron 
47,Rhythm and Blues,Guitar Slim,The Things I Used To Do,the things that i used to do lord i wont do no more the things that i used to do lord i wont do no more i used to sit and hold your hand baby cried begging you not to go i would search all night for you baby lord and my search would always end in vain i would search all night for you baby lord and my search would always end in vain but i knew all along darling that you was hid out with your other man im going to send you back to your mother baby lord and im going back to my family too im going to send you back to your mother baby lord and im going back to my family too cause nothing i do that please you baby lord i just cant get along with you
48,Rhythm and Blues,The Drifters,Save The Last Dance For Me,you can dance every dance with the guy who gave you the eye let him hold you tight you can smile every smile for the man who held your hand neath the pale moonlight but dont forget whos taking you home and in whose arms youre gonna be so darlin save the last dance for me mmmmmh oh i know oh i know that the musics fine yes i know like sparkling wine oh i know go and have your fun yes i know oh i know laugh and sing yes i know but while were apart oh i know dont give your heart yes i know to anyone oh i know but dont forget whos taking you home and in whose arms youre gonna be so darlin save the last dance for me mmmmh baby dont you know i love you so cant you feel it when we touch i will never never let you go i love oh so much you can dance you can dance go and carry on till the night is gone and its time to go if he asks if youre all alone can he take you home you must tell him no cause dont forget whos taking you home and in whose arms youre gonna be so darlin save the last dance for me cause dont forget whos taking you home and in whose arms youre gonna be so darlin save the last dance for me mmmh save the last dance for me mmmm save the last dance for me
49,Rhythm and Blues,Martha And The Vandellas,Dancing In The Streets,martha and the vandellas miscellaneous dancing in the streets calling out around the world are you ready for a brand new beat summers here and the time is right for dancing in the street theyre dancing in chicago down in new orleans up in new york city all we need is music sweet music therell be music everywhere therell be swinging swaying records playing dancing in the street oh it doesnt matter what you wear just as long as you are there so come on evry guy grab a girl evrywhere around the world theyll be dancing theyre dancing in the street its just an invitation across the nation a chance for folks to meet therell be laughing singing music swinging dancing in the street philadelphia pa baltimore and dc now cant forget the motor city all we need is music sweet music therell be music everywhere therell be swinging swaying records playing dancing in the street oh it doesnt matter what you wear just as long as you are there so come on evry guy grab a girl evrywhere around the world dancing theyre dancing in the street way down in la every day dancing in the street
50,Rhythm and Blues,Smokey Robinson and The Miracles,The Tears of a Clown,we do not have the lyrics for the tears of a clown yet
51,Rhythm and Blues,Fats Domino,Ain't That a Shame,you made me cry when you said goodbye aint that a shame my tears fell like rain aint that a shame youre the one to blame you broke my heart when you said were apart aint that a shame my tears fell like rain aint that a shame youre the one to blame oh well goodbye although i cry aint that a shame my tears fell like rain aint that a shame youre the one to blame you made me cry when you said goodbye aint that a shame my tears fell like rain aint that a shame youre the one to blame oh well goodbye although i cry aint that a shame my tears fell like rain aint that a shame youre the one to blame
52,Rhythm and Blues,B.T. Express,Do It ('Til You're Satisfied),oooooo go on and do it do it do it til youre satisfied whatever it is do it do it til youre satisfied go on and do it do it do it til youre satisfied whatever it is do it do it til youre satisfied people know just what theyd like to do whatever it is you got it as long it pleases you make it last as long as you can when your through its up to you to try it again go on and do it do it do it til youre satisfied whatever it is do it do it til youre satisfied go on and do it do it do it til youre satisfied whatever it is do it do it til youre satisfied everybody knows what theyd like to do whatever it is do it as long as it pleases you just take some time and relax your mind then do it do it do it till youre satisfied go on and do it now do it do it til youre satisfied whatever it is do it do it til youre satisfied go on and do it do it do it til youre satisfied whatever it is do it now do it til youre satisfied then you hawler oh ohho ohho oh im satisfied im satisfied then you hawler oh wooohooooo hooooooooo woooooo go on and do it do it do it slow do it slow til youre satisfied whatever it is got to do it just do it some more go on and do it do it do it til youre satisfied whatever it is do it do it til youre satisfied do it do it til youre satisfied whatever it is got to do it do it do it til youre satisfied go on and do it girl do it slow got to do it whatever it is got to do it good just do it some more do it until youre satisfied im satisfied im satisfied im satisfied im satisfied im satisfied im satisfied im satisfied go on and do it ya
53,Rhythm and Blues,Charles Wright and The Watts 103rd Street Rhythm Band,Express Yourself,express yourself express yourself you dont ever need help from nobody else all you got to do now express yourself whatever you do do it good whatever you do do do lord lord do it good all right its not what you look like when youre doin what youre doin its what youre doin when youre doin what you look like youre doin express yourself express yourself theyre doin it on the moon in the jungle too everybody on the floor now jumpin like a kangaroo so let the horns do the thing they do some people have everything and other people dont but everything dont mean a thing if it aint the thing you want express yourself express yourself oh do it oh do it do it to it go on and do it yo do it give express yourself express yourself do it oh lord do it yeah express yourself express yourself express yourself 
54,Rhythm and Blues,Eddie Kendricks,"Keep On Truckin', Pt. 1",keep on truckin baby i got to keep on truckin got to get to your good lovin shame a double shame on me yeah love love i let it control me yeah ive got a fever rising with desire its my love jones and i feel like im on fire and ill keep on truckin baby i got to keep on truckin i got to get to your good lovin feelin good no you cant stop the feelin no na na keep on keep on truckin babe im the red ball express of lovin dieselpowered straight to you im truckin in old temptations rain im duckin for your love through sleet and snow im truckin aint nothin holdin me back nothin ill keep right on right on truckin aint nothin holdin me back nothin ill keep right on right on truckin ooh truckin
55,Rhythm and Blues,Ohio Players,Love Rollercoaster,"rollercoaster of love ""say what"" rollercoaster ""hah huh"" ooh ooh ooh rollercoaster ""right"" of love rollercoaster ""he he he"" ooh ohh ohh rollercoaster of love ""love rollercoaster"" rollarcoaster ""bow wow wow"" ooh ohh ohh ""ight"" roller coaster of love ""love rollercoaster child"" rollercoaster ""loving you is really wild"" ooh ohh ohh  your love is like a rollercoaster baby i wish to ride  rightttttt ""huh huh"" ""alright girl"" ""girl"" wahooo ""huh huh"" owwwww rollercoaster of love ""love rollercoaster girl"" rollercoaster ""loving you in the free world child"" ooh ooh ooh ""let me ride"" rollercoaster of love rollercoaster ooh ooh ohh  youll love is like a rollercoaster baby i want to ride till fade"
56,Rhythm and Blues,The Chords,Sh-Boom,life could be a dream life could be a dream do do do do shboom life could be a dream shboom if i could take you up in paradise up above shboom if you would tell me im the only one that you love life could be a dream sweetheart hello hello again shboom and hopin well meet again boomaboom day dong da dingdong shalangdalangdalang ah whoa whoa zip ah bo da do da dip whoa life could be a dream shboom if only all my precious plans would come true shboom if you would let me spend my whole life lovin you life could be a dream sweetheart do do do do shboom every time i look at you something is on my mind if you do what i want you to baby wed be so fine oh life could be a dream shboom if i could take you up in paradise up above shboom youd tell me darling im the only one that you love life could be a dream sweetheart hello hello again shboom and hopin well meet again boom baboom day dong da dingdong shalangalalangalalangalalangala whoa whoa bip ah bo da do da dip whoa life could be a dream life could be a dream sweetheart do do do do shboom do do do do shboom do do do do shboom do do do do shboom do do do do shboom do do do do shboom do do do do shboom whoa life could be a dream shboom if i could take you up in paradise up above shboom youd tell me darling im the only one that you love life could be a dream sweetheart hello hello again shboom and hopin well meet again boom baboom day dong da dingdong shalangalalangalalangalalangala whoa whoa bip ah bo da do da dip whoa life could be a dream life could be a dream do do do do shboom
57,Rhythm and Blues,John Little Willie,Fever,"john little willie miscellaneous fever fever davenport/colby as performed by little willie john never know how much i love you never know how much i care when you put your arms around me i get a feeling thats so hard to bear you give me fever when you kiss me fever when you hold me tight fever in the morning and fever all through the night listen to me baby hear every word i say no one can love you the way i do cus they dont know how to love you my way  you give me fever when you kiss me fever when you hold me tight fever in the morning and fever all through the night bless my soul i love you take this heart away take these arms ill never use and just believe in what my lips have to say  sun lights up the daytime moon lights up the night my eyes light up when you call my name cus i know your gonna treat me right  hum one verse transcribed by <a class""__cf_email__"" datacfemail""167c6273646477657f567f786273647775757365653875797b"" href""/cdncgi/l/emailprotection"">email protected</a>"
58,Rhythm and Blues,The Supremes,Come See About Me,ive been crying cause im lonely for you smiles have all turned to tears but tears wont wash away the fears that youre never ever gonna return to ease the fire that within me burns it keeps me crying baby for you keeps me sighin baby for you so wont you hurry come on boy see about me  come see about me see about you baby  come see about me ive given up my friends just for you my friends are gone and you have too no peace shall i find until you come back and be mine no matter what you do or say im gonna love you anyway keep on crying baby for you im gonna keep sighin baby for you so come on hurry come on and see about me  come see about me see about you baby  come see about me sometimes up sometimes down my lifes so uncertain with you not around from my arms you maybe out of reach but my heart says youre here to keep keeps me crying baby for you keep on keep on crying baby for you so wont you hurry come on boy see about me  come see about me see about you baby  come see about me you know im so lonely  come see about me i love you only  come see about me see about your baby  come see about me
59,Rhythm and Blues,The Isley Brothers,This Old Heart Of Mine,ooh this old heart of mine been broken thousand times each time you break away i fear youre gone to stay lonely nights that come memories that go bringing you back again hurting me more and more maybe its my mistake to show this love i feel inside cause each day that passes by youve got me never knowing if im coming or going but i i love you this is old heart darling is weak for you i love you yes i do yes i do these old arms of mine miss having you around makes these tears inside start pouring down always with half a kiss you remind me of what i miss though i try to control myself like a fool i start grinnin cause my head starts spinnin cause i i love you this is old heart darling is weak for you i love you yes i do yes i do ooh i try hard to hide my hurt inside this old heart of mine always keeps me cryin the way youre treating me leaves me incomplete youre here for the day gone for the week now but if you leave me a hundred times a hundred times ill take you back im yours whenever you want me im not too proud to shout it tell the world about it cause i i love you this is old heart darling is weak for you i love you this is old heart darling is weak for you i love you this is old heart darling is weak for you i love you yes i do yes i do i love you yes i do darling is weak for you
60,Rhythm and Blues,Sam and Dave,Soul Man,coming to you on a dusty road good loving i got a truck load and when you get it you got something so dont worry cause im coming im a soul man im a soul man im a soul man im a soul man and that aint all got what i got the hard way and ill make better each and every day so honey dont you fret cause you aint seen nothing yet im a soul man oh im a soul man play it im a soul man ha im a soul man i was brought up on a side street learned how to love before i could eat i was educated from good stock when i start loving oh i cant stop im a soul man im a soul man im a soul man yeah im a soul man grab the rope and ill pull you in give you hope and be your only boyfriend yeah yeah yeah yeah im a soul man im a soul man im a soul man im a soul man
61,Rhythm and Blues,The Marvelettes,Please Mr. Postman,wait oh yes wait just a minute mr postman wait wait mr postman mr postman look and see oh yeah if theres a letter in your bag for me please please mr postman ive been waiting a long long time oh yeah since i heard from that gal of mine there must be some word someday from my girlfriend so far away please mr postman look and see if theres a letter a letter for me ive been standing here waiting mr postman sooo patiently for just a card or just a letter saying shes returning home to me please mr postman mr postman look and see oh yeah if theres a letter in your bag for me please please mr postman ive been waiting a long long time oh yeah since i heard from that gal of mine so many days you passed me by trail of tears standing in my eye you didnt stop to make me feel better mr postman mr postman look and see is there a letter in your bag for me oh yeah for me ive been waiting such a long time since i heard from that girlfriend of mine you gotta wait a minute wait a minute oh yeah mr postman wait a minute wait a minute oh yeah mr postman you gotta wait a minute wait a minute oh yeah mr postman check it and see one more time for me you gotta wait a minute wait a minute oh yeah mr postman wait a minute wait a minute oh yeah mr postman mr postman oh yeah wait a minute wait a minute mr postman deliver the letter the sooner the better you gotta wait a minute wait a minute oh yeah mr postman wait a minute wait a minute oh yeah mr postman you gotta wait a minute wait a minute oh yeah mr postman you gotta wait a minute wait a minute oh yeah you gotta wait a minute wait a minute
62,Rhythm and Blues,Conley Arthur,Sweet Soul Music,do you like good music that sweet soul music just as long as its swingin oh yeah oh yeah we got heels on the floor yall were going to a go go ah dancin to the music oh yeah oh yeah spotlight on lou rawls yall ah dont he look tall yall singin loves a hurtin thing now oh yeah oh yeah spotlight on sam and dave now ah dont they look boss yall singin hold on im comin oh yeah oh yeah spotlight on wilson pickett that wicked picket pickett singin mustang sally oh yeah oh yeah spotlight on otis redding now singing fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa fa oh yeah oh yeah spotlight on james brown now hes the king of them all yeah hes the king of them all yeah oh yeah oh yeah
63,Rhythm and Blues,Minnie Riperton,Adventures In Paradise,i believe any dream that i want to that aint the only way of keeping hope alive and if by chance i give birth to my visions life is so fantastic it will come as no surprise cause everyday is adventures in paradise woven well through the fabrics of time i believe i am free let it free me that aint the only way of getting past the jive and every day something magical passes sunshine on my body rainbows bloomin in the sky cause everyday is adventures in paradise it is real if its only in your mind in your mind it is real if its only in your mind in your mind step this way for another adventure in paradise
