,genre,artist,song,lyrics
44,Christian,MercyMe,God With Us,who are we that you would be mindful of us what do you see thats worth looking our way we are free in ways that we never should be sweet release from the grip of these chains like hinges straining from the weight my heart no longer can keep from singing all that is within me cries for you alone be glorified emmanuel god with us my heart sings a brand new song the debt is paid these chains are gone emmanuel god with us lord you know our hearts dont deserve your glory still you show a love we cannot afford like hinges straining from the weight my heart no longer can keep from singing all that is within me cries for you alone be glorified emmanuel god with us my heart sings a brand new song the debt is paid these chains are gone emmanuel god with us such a tiny offering compared to calvary and nevertheless we lay it at your feet such a tiny offering compared to calvary and nevertheless we lay this at your feet all that is within me cries for you alone be glorified emmanuel god with us my heart sings a brand new song my debt is paid these chains are gone emmanuel god with us
45,Christian,Tenth Avenue North,By Your Side,why are you striving these days why are you trying to earn grace why are you crying let me lift up your face just dont turn away why are you looking for love why are you still searching as if im not enough to where will you go child tell me where will you run to where will you run cause ill be by your side wherever you fall in the dead of night whenever you call and please dont fight these hands that are holding you my hands are holding you look at these hands at my side they swallowed the grave on that night when i drank the worlds sin so i could carry you in and give you life i wanna give you life and ill be by your side wherever you fall in the dead of night whenever you call and please dont fight these hands that are holding you my hands are holdin you here at my side wherever you fall in the dead of night whenever you call and please dont fight these hands that are holding you my hands are holdin you cause i i love you i want you to know that i ill love you ill never let you go no no and ill be by your side wherever you fall in the dead of night whenever you call and please dont fight these hands that are holding you my hands are holdin you here at my side wherever you fall in the dead of night whenever you call and please dont fight these hands that are holding you my hands are holding you here at my side my hands are holding you ohhh
46,Christian,MercyMe,Finally Home,im gonna wrap my arms around my daddys neck and tell him that ive missed him and tell him all about the man that i became and hope that it pleased him theres so much i wanna say theres so much i wanted you to know when i finally make it home when i finally make it home then i gazed upon the throne of the king frozen in my steps and all the questions that i swore i would ask words just wont come yeah im so amazed in what ive seen so much more than this old mind can hold when i finally make it home when i finally make it home and the sweetest sound these ears will get to hear the voices of the angels when i finally make it home when i finally make it home
47,Christian,Chris Tomlin,"Sing, Sing, Sing",we do not have the lyrics for sing sing sing yet
48,Christian,Matthew West,The Motions,this might hurt its not safe but i know that ive gotta make a change i dont care if i break at least ill be feeling something cause just okay is not enough help me fight through the nothingness of life i dont wanna go through the motions i dont wanna go one more day without your all consuming passion inside of me i dont wanna spend my whole life asking what if i had given everything instead of going through the motions no regrets not this time im gonna let my heart defeat my mind let your love make me whole i think im finally feeling something cause just okay is not enough help me fight through the nothingness of this life cause i dont wanna go through the motions i dont wanna go one more day without your all consuming passion inside of me i dont wanna spend my whole life asking what if i had given everything instead of going through the motions take me all the way take me all the way take me all the way cause i dont wanna go through the motions take me all the way lord im finally feeling something real take me all the way i dont wanna go through the motions i dont wanna go one more day without your all consuming passion inside of me i dont wanna spend my whole life asking what if i had given everything instead of going through the motions i dont wanna go through the motions i dont wanna go one more day without your all consuming passion inside of me i dont wanna spend my whole life asking what if i had given everything instead of going through the motions take me all the way take me all the way take me all the way i dont wanna go i dont wanna go take me all the way  through the motions take me all the way i dont wanna go through the motions
49,Christian,Mark Harris,One True God,i dont have a god i can put on a stand or a god i hold in the palm of my hand i have a god thats holding me and i dont have a god that i can create in the place i live with the money i make i have a god he made everything so i dont need a temporary manmade deity when i got the real thing i got the real thing hes the lord of all the earth the maker of all things he alone is the one true god kingdoms rise and fall but even through it all he remains the one true god i dont have a thing that i got on my own i dont have a care that i carry alone but i have a god whos carrying me and i dont have sin that he doesnt forgive and i dont have a heart that is worthy of his but i have a god who still loves me so i dont need a temporary manmade deity when i got the real thing i got the real thing lord of all the earth the maker of all things he alone is the one true god kingdoms rise and fall but even through it all he remains the one true god who is this king of glory the lord strong and mighty who is this king of glory the lord strong and mighty who is this king of glory who is this king of glory hes the lord of all the earth the maker of all things he alone is the one true god kingdoms rise and fall but even through it all he remains the one true god hes the lord of all the earth the maker of all things he alone is the one true god kingdoms rise and fall but even through it all he remains the one true god he is he is the one true god i dont have a god i can put on a stand and i dont have a god i can hold in my hand but i have a god holding me
50,Christian,The Katinas,Draw Me Close,draw me close to you never let me go i lay it all down again to hear you say that im your friend you are my desire and no one else will do cause nothing else can take your place to feel the warmth of your embrace help me find a way bring me back to you bring me back oh jesus draw me close to you never let me go i lay it all down again to hear you say that im your friend you are my desire and no one else will do cause nothing else can take your place to feel the warmth of your embrace help me find a way bring me back to you youre all i want youre all ive ever needed youre all i want help me know you are near youre all i want youre all ive ever needed youre all i want help me know you are near help me know you are near help me know you are near youre all i want oh yes you are youre all ive all ive ever needed youre all i want help me know youre near help me know you are near dont you ever leave dont you ever leave me help me know you are near dont you ever leave me jesus help me know you are near
51,Christian,"Phillips, Craig and Dean",Your Name,as morning dawns and evening fades you inspire songs of praise that rise from earth to touch your heart and glorify your name your name is a strong and mighty tower your name is a shelter like no other your name let the nations sing it louder cause nothing has the power to save but your name jesus in your name we pray come and fill our hearts today lord give us strength to live for you and glorify your name your name is a strong and mighty tower your name is a shelter like no other your name let the nations sing it louder cause nothing has the power to save but your name your name is a strong and mighty tower your name is a shelter like no other your name let the nations sing it louder cause nothing has the power to save but nothing has the power your name is a strong and mighty tower your name is a shelter like no other your name let the nations sing it louder cause nothing has the power to save but your name
52,Christian,Bebo Norman,I Will Lift My Eyes,i will lift my eyes by bebo norman god my god i cry out your beloved needs you now god be near calm my fear and take my doubt your kindness is what pulls me up your love is all that draws me in i will lift my eyes to the maker of the mountains i cant climb i will lift my eyes to the calmer of the oceans raging wild i will lift my eyes to the healer of the hurt i hold inside i will lift my eyes lift my eyes to you god my god let mercy sing her melody over me and god right here all i bring is all of me your kindness is what pulls me up your love is all that draws me in i will lift my eyes to the maker of the mountains i cant climb i will lift my eyes to the calmer of the oceans raging wild i will lift my eyes to the healer of the hurt i hold inside i will lift my eyes lift my eyes to you cause you are and you were and you will be forever the lover i need to save me cause you fashioned the earth and you hold it together god so hold me now i will lift my eyes to the maker of the mountains i cant climb i will lift my eyes to the calmer of the oceans raging wild i will lift my eyes to the healer of the hurt i hold inside i will lift my eyes lift my eyes to you i will lift my eyes lift my eyes to you god my god i cry out your beloved needs you now
53,Christian,Britt Nicole,Walk on the Water,you look around and staring back at you another wave of doubt will it pull you under you wonder what if im overtaken what if i never make it what if no ones there will you hear my prayer when you take that first step into the unknown you know that he wont let you go so what are you waiting for what do you have to lose your insecurities they try to hold to you but you know youre made for more so dont be afraid to move your faith is all it takes and you can walk on the water too so get out and let your fear fall to the ground no time to waste dont wait and dont you turn around and miss out on everything you were made for gotta be i know youre not sure more so you play it safe you try to run away if you take that first step into the unknown he wont let you go so what are you waiting for what do you have to lose your insecurities they try to hold to you but you know youre made for more so dont be afraid to move your faith is all it takes and you can walk on the water too step out even when its storming step out even when youre broken step out even when your heart is telling you telling you to give up step out when your hope is stolen step out you cant see where youre going you dont have to be afraid so what are waiting what are you waiting for so what are you waiting for what do you have to lose your insecurities they try to hold to you but you know youre made for more so dont be afraid to move your faith is all it takes and you can walk on the water walk on the water too
54,Christian,Chris And Conrad,Lead Me To The Cross,savior i come i quiet my soul remember redemptions hill where your blood was spilled for my ransom yeah yeah oh everything i once held dear i count it all as lost and lead me to the cross where your love poured out and bring me to my knees lord i lay me down and rid me of myself i belong to you oh lead me oh lead me lead me to the cross you were as i tempted and trialed you are the word became flesh bore my sin and death bore my sin and death now youre risen oh everything i once held dear i count it all as lost and lead me to the cross where your love poured out and bring me to my knees lord i lay me down and rid me of myself i belong to you oh lead me oh lead me lead me to your heart lead me to your heart lead me to your heart yeah yeah lead me to your heart oh yeah yeah yeah and lead me to the cross where your love poured out and bring me to my knees lord i lay me down and rid me of myself i belong to you oh lead me lead me lead me lead me yeah lead me to the cross the cross lead me to the cross yeah oh
55,Christian,Matt Maher,Your Grace Is Enough,great is your faithfulness o god of jacob you wrestle with the sinners restless heart you lead me by still waters into mercy where nothing can keep us apart so remember your people remember your children remember your promise o god for your grace is enough yes your grace is enough your grace is enough for me great is your love and justice god of jacob you use the weak to lead the strong you lead us in the song of your salvation and all your people sing along so remember your people remember your children remember your promise o god your grace is enough your grace is enough your grace is enough for me yeah your grace is enough your grace is enough your grace is enough for me remember your people remember your children remember your promise o god your grace is enough your grace is enough your grace is enough for me yeah your grace is enough heaven reaches out to us your grace is enough for me god i sing your grace is enough im covered in your love your grace is enough for me for me its enough for me
56,Christian,Mark Schultz,He's My Son,mark schultz miscellaneous hes my son im down on my knees again tonight im hoping this prayer will turnout right see there is a boy that needs your help ive done all that i can do myself his mother is tired im sure you can understand each night as he sleeps she goes in to hold his hand and she tries not to cry as the tears fill her eyes  can you hear me am i getting through tonight can you see him can you make him feel all right if you can hear me let me take his place somehow see hes not just anyone hes my son  sometimes late at night i watch him sleep i dream of the boy hed like to be i try to be strong and see him through but god who he needs right now is you let him grow old live life without fear what would i be living without him here hes so tired and hes scared let him know that youre there  can you hear me can you see him please dont leave him hes my son
57,Christian,Casting Crowns,Lifesong,empty hands held high such small sacrifice if not joined with my life i sing in vain tonight may the words i say and the things i do make my lifesong sing bring a smile to you let my lifesong sing to you let my lifesong sing to you i want to sign your name to the end of this day knowing that my heart was true let my lifesong sing to you lord i give my life a living sacrifice to reach a world in need to be your hands and feet so may the words i say and the things i do make my lifesong sing bring a smile to you let my lifesong sing to you let my lifesong sing to you i want to sign your name to the end of this day knowing that my heart was true let my lifesong sing to you hallelujah hallelujah let my lifesong sing to you hallelujah hallelujah let my lifesong sing to you hallelujah hallelujah let my lifesong sing to you let my lifesong sing to you let my lifesong sing to you i want to sign your name to the end of this day knowing that my heart was true let my lifesong sing to you let my lifesong sing to you let my lifesong sing to you i want to sign your name to the end of this day knowing that my heart was true let my lifesong sing to you
58,Christian,Matthew West,You Are Everything,im the one with two left feet standing on a lonely street i cant even walk a straight line and every time you look at me im spinning like an autumn leaf bound to hit bottom some time where would i be without someone to save me someone who wont let me fall you are everything that i live for everything that i cant believe is happening youre standing right in front of me with arms wide open all i know is everyday is filled with hope cause you are everything that i breathe for and i cant help but breathe you in and breathe again feeling all this life within every single beat of my heart im the one with big mistakes big regrets and bigger breaks than id ever care to confess oh but youre the one who looks at me and sees what i was meant to be more than just a beautiful mess oh where would i be without someone to save me someone who wont let me fall you are everything that i live for everything that i cant believe is happening youre standing right in front of me with arms wide open all i know is everyday is filled with hope cause you are everything that i breathe for and i cant help but breathe you in and breathe again feeling all this life within every single beat of my heart youre everything good in my life everything honest and true and all of those stars hanging up in the sky could never shine brighter than you you are everything that i live for everything that i cant believe is happening youre standing right in front of me with arms wide open all i know is everyday is filled with hope cause you are everything that i breathe for and i cant help but breathe you in and breathe again feeling all this life within every single beat of my heart you are oh you are jesus you are you are everything
59,Christian,MercyMe,Spoken For,"take this world from me i dont need it anymore i am finally free my heart is spoken for oh and i praise you oh and i worship you covered by your love divine child of the risen lord to hear you say ""this ones mine"" my heart is spoken for now i have a peace ive never known before i find myself complete my heart is spoken for oh and i praise you oh and i worship you covered by your love divine child of the risen lord to hear you say ""this ones mine"" my heart is spoken for by the power of the cross youve taken what was lost and made it fully yours and i have been redeemed by you who spoke to me now i am spoken for covered by your love divine child of the risen lord to hear you say ""this ones mine"" my heart is spoken for yeah covered by your love divine child of the risen lord to hear you say ""this ones mine"" my heart is spoken for take this world from me i dont need it anymore"
60,Christian,David Crowder Band,How He Loves,and he is jealous from me loves like a hurricane i am a tree b beneath the weight of his wind and mercy when all of a sudden i am unaware of these afflictions eclipsed by glory and i realize just how beautiful you are and how great your affections are for me and oh how he loves us oh oh how he loves us how he loves us all and he is jealous from me loves like a hurricane i am a tree b beneath the weight of his wind and mercy when all of a sudden i am unaware of these afflictions eclipsed by glory and i realize just how beautiful you are and how great your affections are for me oh how he loves yeah he loves us oh how he loves us oh how he loves us oh how he loves and we are his portion and he is our prize drawn to redemption by the grace in his eyes if his grace is an ocean were all sinking and heaven meets earth like an unforeseen kiss and my heart turns violently inside of my chest i dont have time to maintain these regrets when i think about the way oh how he loves us oh oh how he loves us how he loves all how he loves yeah he loves us oh how he loves us oh how he loves us oh how he loves oh i love yeah he loves us yeah he loves us how he loves us oh how he loves us all
61,Christian,New Song,When God Made You,new song miscellaneous when god made you when god made youduet with natalie grant eddie carswellmichael obrien  its always been a mystery to me how two hearts can come together and love can last forever but now that i have found you i believe that a miracle has come when god send the perfect one now gone are all my questions about why and ive never been so sure of anything in my life  i wonder what god was thinking when he created you i wonder if he knew everything i would need because he made all my dreams come true when god made you he must have been thinking about me i promise that wherever you may go wherever life may lead you with all my heart ill be there too from this monent on i want you to know ill let nothing come between us and i will love the ones you love bridge he made the sun he made the moon to harmonize in perfect tune one cant move with out the other they just have to be together and that is why i know its true youre for me and im for you cause my would just cant be right without you in my life tag  he must have heard every prayer ive been praying yes he knew everything i would need when god made you when dreams come true he must have been thinking about me
62,Christian,Mark Schultz,I Am,i am the maker of the heavens i am the bright and morning star i am the breath of all creation who always was and is to come i am the one who walked on water i am the one who calmed the seas i am the miracles and wonders so come and see and follow me you will know refrão i am the fount of living water the risen son of man the healer of the broken and when you cry i am your savior and redeemer who bore the sins of man the author and perfecter beginning and the end i am i am the spirit deep inside you i am the word upon your heart i am the one who even knew you before your birth before you were refrão ponte before the earth i am the universe i am in every heart i am oh where you are i am the lord of love i am the king of kings i am the holy lamb i am above all things refrão yes i am almighty god your father the risen son of man the healer of the broken and when you cry i am your savior and redeemer who bore the sins of man the author and perfecter beginning and the end i am
63,Christian,Natalie Grant,In Better Hands,its hard to stand on shifting sand its hard to shine in the shadows of the night you cant be free if you dont reach for help and you cant love if you dont love yourself but there is hope when my faith runs out cause im in better hands now its like the sun is shining when the rain is pouring down its like my soul is flying though my feet are on the ground so take this heart of mine theres no doubt im in better hands now i am strong all because of you i stand in awe of every mountain that you move for i am changed yesterday is gone i am safe from this moment on and theres no fear when the night comes round im in better hands now its like the sun is shining when the rain is pouring down its like my soul is flying though my feet are on the ground so take this heart of mine theres no doubt im in better hands yeah its like the sun is shining when the rain is pouring down its like my soul is flying though my feet are on the ground its like the world is silent though i know it isnt true its like the breath of jesus is right here in this room so take this heart of mine theres no doubt im in better hands now im in better hands now
64,Christian,Third Day,Your Love Oh Lord,your love oh lord reaches to the heavens and your faithfulness stretches to the skies and your righteousness is like the mighty mountains your justice flows like the oceans tide and i will lift my voice to worship you my king and i will find my strength in the shadow of your wings your love oh lord reaches to the heavens your faithfulness stretches to the skies your righteousness is like the mighty mountains your justice flows like the oceans tide and i will lift my voice to worship you my king and i will find my strength in the shadow of your wings and i will lift my voice to worship you my king and i will find my strength in the shadow of your wings and i will lift my voice to worship you my king and i will find my strength in the shadow of your wings your love oh lord reaches to the heavens your faithfulness stretches to the skies
65,Christian,Casting Crowns,Slow Fade,be careful little eyes what you see its the second glance that ties your hands as darkness pulls the strings be careful little feet where you go for its the little feet behind you that are sure to follow its a slow fade when you give yourself away its a slow fade when black and white have turned to gray thoughts invade choice is made a price will be paid when you give yourself away people never crumble in a day its a slow fade its a slow fade be careful little ears what you hear when flattery leads to compromise the end is always near be careful little lips what you say for empty words and promises lead broken hearts astray its a slow fade when you give yourself away its a slow fade when black and white have turned to gray thoughts invade choice is made a price will be paid when you give yourself away people never crumble in a day the journey from your mind to your hands is shorter than youre thinking be careful if you think you stand you just might be sinking its a slow fade when you give yourself away its a slow fade when black and white have turned to gray thoughts invade choice is made a price will be paid when you give yourself away people never crumble in a day daddies never crumble in a day families never crumble in a day oh be careful little eyes what see oh be careful little eyes what you see for the father up above is looking down in love oh be careful little eyes what you see
66,Christian,Jeremy Camp,Take You Back,the reason why i stand the answer lies in you you hung to make me strong though my praise was few when i fall i bring your name down but i have found in you a heart that bleeds forgiveness replacing all these thoughts of painful memories but i know that your response will always be ill take you back always and even when your fighting is over now even when your fighting is over now ill take you back always and even when the pain is coming through even when the pain is coming through ill take you back you satisfy this cry of what im looking for and ill take all i can and lay it down before the throne of endless grace now that radiates whats true im in the only place that erases all these faults that have over taken me but i know that your response will always be ill take you back always and even when your fighting is over now even when your fighting is over now ill take you back always and even when the pain is coming through even when the pain is coming through ill take you back i can only speak with a grateful heart as im pierced by this gift of your love i will always bring an offering i can never thank you enough you take me back always and even when my fighting is over now even when my fighting is over now you take me back always and even when my pain is coming through even when my pain is coming through you take me back always and even when my fighting is over now even when my fighting is over now you take me back always and even when my pain is coming through even when my pain is coming through you take me back
67,Christian,Casting Crowns,If We Are the Body,its crowded in worship today as she slips in trying to fade into the faces the girls teasing laughter is carrying farther than they know farther than they know  but if we are the body why arent his arms reaching why arent his hands healing why arent his words teaching and if we are the body why arent his feet going why is his love not showing them there is a way there is a way a traveler is far away from home he sheds his coat and quietly sinks into the back row the weight of their judgmental glances tell him that his chances are better out on the road  but if we are the body why arent his arms reaching why arent his hands healing why arent his words teaching and if we are the body why arent his feet going why is his love not showing them there is a way jesus paid much too high a price for us to pick and choose who should come and we are the body of christ  but if we are the body why arent his arms reaching why arent his hands healing why arent his words teaching and if we are the body why arent his feet going why is his love not showing them there is a way jesus is the way
68,Christian,Lincoln Brewster,Everlasting God,strength will rise as we wait upon the lord wait upon the lord we will wait upon the lord strength will rise as we wait upon the lord wait upon the lord we will wait upon the lord our god you reign forever our hope our strong deliverer you are the everlasting god the everlasting god you do not faint you wont grow weary youre the defender of the weak you comfort those in need you lift us up on wings like eagles strength will rise as we wait upon the lord wait upon the lord we will wait upon the lord strength will rise as we wait upon the lord wait upon the lord we will wait upon the lord our god you reign forever our hope our strong deliverer you are the everlasting god the everlasting god you do not faint you wont grow weary youre the defender of the weak you comfort those in need you lift us up on wings like eagles you are the everlasting god the everlasting god the everlasting god the everlasting you are the everlasting god the everlasting god the everlasting god the everlasting you are the everlasting god the everlasting god the everlasting god the everlasting the lord is the everlasting god the creator of all the earth he never grows weak or weary no one can imagine the depths of his understanding he gives power to the weak and strength to the powerless incomprehensible become weak and tired and young men will fall in exhaustion but those who trust in the lord will find new strength theyll soar high on wings like eagles theyll run and not grow weary theyll walk and not faint
69,Christian,Third Day,Born Again,well today i found myself after searching all these years and the man that i saw he wasnt at all who i thought hed be i was lost when you found me here and i was broken beyond repair then you came along and you sang your song over me it feels like im born again it feels like im living for the very first time for the very first time in my life make a promise to me now reassure my heart somehow that the love that i feel is so much more real than anything ive a feeling in my soul and i pray that im not wrong that the life i have now is only the beginning it feels like im born again it feel like im living for the very first time for the very first time it feels like im breathing  it feels like im born again it feels like im moving  it feels like im living for the very first time  for the very first time for the very first time  for the very first time i wasnt looking for something that was more than what i had yesterday then you came to me and you gave to me life and a love that i never known that i never felt before it feels like im born again  feels like im born again it feel like im living  it feel like im living for the very first time  for the very first time im living for the first time  for the very first time it feels like im breathing  it feels like im born again it feels like im moving  it feels like im living for the very first time  for the very first time im living for the first time  for the very first time in my life
70,Christian,Jeremy Camp,Walk by Faith,we do not have the lyrics for walk by faith yet
71,Christian,Third Day,Mountain Of God,the thought that i was all alone broken and afraid but you were there with me yes you were there with me well and i didnt even know that i had lost my way but you were there with me yes you were there with me until you opened up my eyes i never knew that i couldnt ever make it without you and even though the journeys long and i know the road is hard well the one whos gone before me he will help me carry on and after all that ive been through now i realize the truth that i must go through the valley to stand upon the mountain of god and as i travel on the road that you have lead me down you are here with me yes you are here with me and i have need for nothing more oh now that i have found that you are here with me yes you are here with me well i confess from time to time i lose my way but you are always there to bring me back again even though the journeys long and i know the road is hard well the one whos gone before me he will help me carry on and after all that ive been through well now i realize the truth that i must go through the valley to stand upon the mountain of god sometimes i think of where it is ive come from and the things ive left behind but of all ive had and what i possessed nothing can quite compare with whats in front of me with whats in front of me and even though the journeys long and i know the road is hard well the one whos gone before me he will help me carry on and after all that ive been through well now i realize the truth that i must go through the valley to stand upon the mountain yes i must go through the valley to stand upon the mountain yes i must go through the valley to stand upon the mountain the thought that i was all alone broken and afraid but you are here with me yes you are here with me
72,Christian,Jeremy Camp,I Still Believe,we do not have the lyrics for i still believe yet
73,Christian,Rush Of Fools,Undo,ive been here before now here i am again standing at the door praying youll let me back in to label me a prodigal would be only scratching the surface of who ive been known to be turn me around pick me up undo what ive become bring me back to the place of forgiveness and grace i need you i need your help i cant do this myself youre the only one who can undo what ive become i focused on the score but i can never win trying to ignore a life of hiding my sin to label me a hypocrite would be only scratching the surface of who ive been known to be yeah turn me around pick me up undo what ive become bring me back to the place of forgiveness and grace i need you i need your help i cant do this myself youre the only one who can undo what ive become make every step lead me back to the sovereign way that you turn me around pick me up undo what ive become bring me back to the place of forgiveness and grace i need you i need your help i cant do this myself youre the only one who can undo you are the only one who can undo you are the only one who can undo what ive become youre the only one
74,Christian,Kutless,Promise of a Lifetime,we do not have the lyrics for promise of a lifetime yet
75,Christian,Addison Road,What Do I Know Of Holy,i made you promises a thousand times i tried to hear from heaven but i talked the whole time i think i made you too small i never feared you at all no if you touched my face would i know you looked into my eyes could i behold you what do i know of you who spoke me into motion where have i even stood but the shore along your ocean are you fire are you fury are you sacred are you beautiful what do i know what do i know of holy i guess i thought that i had figured you out i knew all the stories and i learned to talk about how you were might to save those were only empty words on a page then i caught a glimpse of who you might be the slightest hint of you brought me down to my knees what do i know of you who spoke me into motion where have i even stood but the shore along your ocean are you fire are you fury are you sacred are you beautiful what do i know what do i know of holy what do i know of holy what do i know of wounds that will heal my shame and a god who gave life its name what do i know of holy of the one who the angels praise all creation knows your name on earth and heaven above what do i know of this love what do i know of you who spoke me into motion where have i even stood but the shore along your ocean are you fire are you fury are you sacred are you beautiful what do i know what do i know of holy what do i know of holy what do i know of holy
76,Christian,Bebo Norman,Nothing Without You,take these hands and lift them up for i have not the strength to praise you near enough for i have nothing i have nothing without you take my voice and pour it out and let it sing the songs of mercy i have found for i have nothing i have nothing without you and all my soul needs is all your love to cover me so all the world will see that i have nothing without you so take my body and build it up may it be broken as an offering of love for i have nothing i have nothing without you and all my soul needs is all your love to cover me so all the world will see that i have nothing i love you with all my heart with all my soul with all my mind with all the strength that i can find and all my soul needs is all your love to cover me so all the world can see that i have nothing take my time here on this earth and let it glorify all that you are worth for i am nothing i am nothing without you
77,Christian,Jeremy Camp,Give You Glory,we do not have the lyrics for give you glory yet
78,Christian,Meredith Andrews,You're Not Alone,i searched for love when the night came and it closed in i was alone but you found me where i was hiding and now ill never ever be the same it was the sweetest voice that called my name saying youre not alone for i am here let me wipe away your every fear my love ive never left your side i have seen you through the darkest night and im the one whos loved you all your life all your life you cry yourself to sleep cause the hurt is real and the pain cuts deep all hope seems lost with heartache your closest friend and everyone else long gone youve had to face the music on your own but there is a sweeter song that calls you home saying youre not alone for i am here let me wipe away your every tear my love ive never left your side i have seen you through the darkest night and im the one whos loved you all your life all your life faithful and true forever my love will carry you youre not alone for i i am here let me wipe away your every fear my love ive never left your side i have seen you through the darkest night your darkest night and im the one whos loved you all your life all your life
79,Christian,Jadon Lavik,Come Thou Fount,come thou fount of every blessing tune my heart to sing thy praise streams of mercy never ceasing call for songs of loudest praise teach me some melodious sonnet sung by flaming tongues above praise the mount im fixed upon it mount of thy redeeming love here i raise my ebenezer here by thy great help ive come and i hope by thy good pleasure safely to arrive at home cause jesus sought me when a stranger wondering from the fold of god he to rescue me from danger interposed his precious blood oh to grace how great a debtor daily im constrained to be let thy goodness like a fetter bind my wandering heart to thee and prone to wander lord i feel it prone to leave the god i love heres my heart lord take and seal it seal it for thy courts above seal it take and seal it seal it for thy courts above take and seal it seal it for thy courts above prone to wander lord i feel it prone to leave the god i love heres my heart lord take and seal it seal it for thy courts above
80,Christian,Tenth Avenue North,Love Is Here,come to the water you who thirst and youll thirst no more come to the father you who work and youll work no more and all you who labor in vain and to the broken and shamed love is here love is now love is pouring from his hands from his brows love is near it satisfies streams of mercy flowing from his side cause love is here come to the treasure you who search and youll search no more come to the lover you who want and youll want no more no and all you who labor in vain and to the broken and shamed love is here love is now love is pouring from his hands from his brows love is near it satisfies streams of mercy flowing from his side yeah and to the bruised and fallen captives bound and broken hearted he is the lord he is the lord yeah by his stripes hes paid our ransom from his wounds we drink salvation he is the lord he is the lord love is here love is now love is pouring from his hands from his brows love is near it satisfies streams of mercy flowing from his side streams of mercy flowing from his side cause love is here love is here
81,Christian,"Phillips, Craig and Dean",Top of My Lungs,words of worship rise like a river within me thoughts to express are so many i wanna bless you god cant be silent i think of the mercies you show me my lips begin overflowing great is your love such gratitude for all that youve done jesus to you at the top of my lungs i will sing hallelujah youre the one who saved me the one who gave me this life i live forevermore forevermore at the top of my lungs i will sing hallelujah im not ashamed ill praise your name let the whole world know i love you lord i love you lord you are worthy i join the song of creation that rings out across evry nation let my heart be heard i need you so i dont care who knows from the depths of my soul at the top of my lungs i will sing hallelujah youre the one who saved me the one who gave me this life i live forevermore forevermore at the top of my lungs i will sing hallelujah im not ashamed ill praise your name let the whole world know i love you lord i love you lord let my love be loud i sing a joyful noise all of my days a joyful noise i lift up my voice i lift up my voice at the top of my lungs i will sing hallelujah youre the one who saved me the one who gave me this life i live forevermore forevermore at the top of my lungs i will sing hallelujah im not ashamed ill praise your name let the whole world know i love you lord i love you lord
82,Christian,MercyMe,Homesick,youre in a better place ive heard a thousand times and at least a thousand times ive rejoiced for you but the reason why im broken the reason why i cry is how long must i wait to be with you i close my eyes and i see your face if homes where my heart is then im out of place lord wont you give me strength to make it through somehow ive never been more homesick than now help me lord cause i dont understand your ways the reason why i wonder if ill ever know but even if you showed me the hurt would be the same cause im still here so far away from home i close my eyes and i see your face if homes where my heart is then im out of place lord wont you give me strength to make it through somehow ive never been more homesick than now in christ there are no goodbyes and in christ there is no end so ill hold onto jesus with all that i have to see you again to see you again and i close my eyes and i see your face if homes where my heart is then im out of place lord wont you give me strength to make it through somehow wont you give me strength to make it through somehow wont you give me strength to make it through somehow ive never been more homesick than now
83,Christian,Michael W. Smith,A New Hallelujah,can you hear theres a new song breaking out from the children of freedom every race and every nation sing it out sing a new hallelujah yeah let us sing love to the nations bringing hope of the grace that has freed us make him known and make him famous sing it out sing a new hallelujah yeah arise arise let the church arise let love reach to the other side alive come alive let the song arise africa sings a new song reaching out with the new hallelujah every son and every daughter everyone sing a new hallelujah hey arise let the song arise let love reach to the other side alive come alive let the song arise whoa whoa whoa whoa yeah yeah yeah yeah let the song arise let the song arise yeah yeah yeah yeah let the song arise let the song arise let the world sing a new hallelujah can you get excited church from africa to australia from brazil to china from new york down to houston come on give me arise arise let the church arise let love reach to the other side alive come alive let the song arise let the song arise everyone everyone sing a new hallelujah everyone sing a new hallelujah
84,Christian,Chris Sligh,Empty Me,ive had just enough of the spotlight when it burns bright to see how it gets in the blood and ive tasted my share of the sweet life and the wild ride and found a little is not quite enough i know how i can stray and how fast my heart could change empty me of the selfishness inside every vain ambition and the poison of my pride and any foolish thing my heart holds to lord empty me of me so i can be filled with you ive seen just enough of the quick buys of the best lies to know how prodigals can be drawn away i know how i can stray and how fast my heart could change empty me of the selfishness inside every vain ambition and the poison of my pride and any foolish thing my heart holds to lord empty me of me so i can be filled with you cause everything is a lesser thing compared to you compared to you cause everything is a lesser thing compared to you so i surrender all empty me of the selfishness inside every vain ambition and the poison of my pride empty me of the selfishness inside every vain ambition and the poison of my pride and any foolish thing my heart holds to lord empty me of me so i can be lord empty me of me so i can be filled with you oh filled with you empty me
85,Christian,Aaron Shust,Give Me Words To Speak,calloused and bruised dazed and confused my spirit is left wanting something more than my selfish hopes and my selfish dreams im lying with my face down to the floor im crying out for more crying out for more  give me words to speak dont let my spirit sleep cause i cant think of anything worth saying but i know that i owe you my life so give me words to speak dont let my spirit sleep every night every day i find that i have nothing left to say so i stand here in silence awaiting your guidance im wanting only your voice to be heard let them be your words let them be your words  i just dont understand this life that ive been living i just dont understand i just dont understand these lies ive been believing i just dont understand   i know that i owe you my life owe my life owe my life 
